ID,logFC,P.Value
ILMN_1745329,-0.17316034,0.2629927
ILMN_1651282,-0.29085674,0.263002
ILMN_1691911,-0.20516188,0.2630068
ILMN_1780968,0.18487071,0.2630161
ILMN_3214985,0.18791042,0.2630174
ILMN_1734630,-0.24040162,0.2630288
ILMN_1658689,-0.28250086,0.2630384
ILMN_1792305,0.17554205,0.2630709
ILMN_3241304,-0.20696609,0.2631123
ILMN_1730084,0.24226766,0.2631211
ILMN_1784780,-0.18014577,0.263129
ILMN_1708627,-0.29636044,0.2631335
ILMN_3235799,-0.21464207,0.2631636
ILMN_1737205,-0.52553872,0.2631694
ILMN_1671818,0.23878067,0.2631796
ILMN_1851540,0.20490368,0.2631943
ILMN_1709851,0.618613,0.2632278
ILMN_1890902,0.16928884,0.2632395
ILMN_1750901,0.48367511,0.2633078
ILMN_1667995,0.17452748,0.2633542
ILMN_1685982,-0.17654329,0.2633679
ILMN_2398159,-0.53663178,0.2633873
ILMN_2386530,-0.21897518,0.2634026
ILMN_1814311,-0.16227565,0.2634122
ILMN_1808018,0.16579446,0.2634844
ILMN_3259829,0.16726498,0.2634856
ILMN_1735189,0.17515815,0.263496
ILMN_2317701,0.25187159,0.2635019
ILMN_1890699,0.20054286,0.2635169
ILMN_1813430,-0.17146336,0.2635174
ILMN_2200153,-0.19126235,0.2635186
ILMN_1668473,-0.18904826,0.2635192
ILMN_3251648,-0.23521419,0.263534
ILMN_1780460,-0.28084317,0.2635573
ILMN_3187231,0.18294441,0.2635605
ILMN_1773643,0.16756125,0.2636017
ILMN_1804907,0.26811899,0.2636058
ILMN_3310441,1.14042371,0.2636245
ILMN_3248700,-0.18391431,0.2636329
ILMN_1889811,0.22175157,0.2636497
ILMN_1700047,0.36568678,0.2636667
ILMN_1668814,-0.46834622,0.2636703
ILMN_1658266,-0.18147464,0.263691
ILMN_2142255,-0.18141679,0.2637022
ILMN_3249704,0.16144859,0.2637205
ILMN_1854348,0.16440636,0.2637337
ILMN_3309404,0.1851555,0.2637515
ILMN_1666934,0.17761524,0.263765
ILMN_1685661,-0.31351922,0.2637789
ILMN_1720300,0.1891686,0.2637886
ILMN_2163538,0.17778809,0.2638061
ILMN_1780591,0.53605391,0.2638075
ILMN_1706413,0.63310021,0.2638168
ILMN_1665603,0.19529393,0.2638438
ILMN_1732615,0.31102072,0.2638753
ILMN_1668525,0.30111009,0.2638881
ILMN_3309354,0.17674937,0.2638973
ILMN_1767310,-0.26851629,0.2639209
ILMN_1769895,0.16535494,0.2639385
ILMN_1792635,0.21073019,0.2640549
ILMN_1696099,0.96516469,0.2640878
ILMN_1688380,-0.17138347,0.264119
ILMN_2389429,-0.21546406,0.2641667
ILMN_1780504,0.4848998,0.2641789
ILMN_1794132,-0.33423846,0.2641839
ILMN_1779600,0.31385612,0.264239
ILMN_1730191,0.19996677,0.2642841
ILMN_1802404,0.3193896,0.2643044
ILMN_2338921,0.23722955,0.2643122
ILMN_1749606,0.16983699,0.2643146
ILMN_1766211,0.21718202,0.2643163
ILMN_1700202,0.4598238,0.2643268
ILMN_1728660,-0.20355931,0.2643353
ILMN_1915480,0.27036371,0.2643876
ILMN_1849298,0.17022082,0.2643897
ILMN_3246195,-0.28036807,0.2644046
ILMN_1892765,0.23464079,0.2644287
ILMN_1761206,0.26173898,0.2644287
ILMN_1694041,-0.1937562,0.2644299
ILMN_1690814,0.17548194,0.2644366
ILMN_1656297,-0.24627482,0.264439
ILMN_1764714,-0.18710793,0.2644419
ILMN_1651347,-0.46354181,0.264442
ILMN_1681310,0.575757,0.2645035
ILMN_3227415,-0.19685973,0.2645188
ILMN_1857768,0.20324944,0.2645547
ILMN_3195563,0.17501787,0.2645561
ILMN_2396269,-0.18346421,0.2645596
ILMN_1811877,0.70518169,0.2646011
ILMN_1697448,0.43028787,0.2646145
ILMN_2154555,0.16438755,0.2646245
ILMN_1702983,0.17470621,0.2646602
ILMN_1697510,0.21832569,0.2646701
ILMN_3199655,0.28625735,0.2646798
ILMN_3236794,0.23952666,0.264697
ILMN_2228463,0.1819972,0.2647078
ILMN_1668924,0.23042867,0.2647088
ILMN_1788811,-0.16719236,0.2647277
ILMN_1720557,0.18497231,0.2648951
ILMN_3268031,-0.18761695,0.2649175
ILMN_1784090,-0.20920431,0.2649212
ILMN_3280651,0.17484247,0.2649307
ILMN_3309229,-0.21926071,0.2649402
ILMN_1862180,0.39733752,0.2649817
ILMN_1749838,0.31975316,0.2650064
ILMN_1751941,-0.19869317,0.2650099
ILMN_1784447,-0.19699354,0.2650186
ILMN_3253310,-0.17170682,0.2650258
ILMN_3275199,-0.1869428,0.2650284
ILMN_1842305,0.18799883,0.2650628
ILMN_3250243,-0.32268147,0.2650647
ILMN_3280459,0.38386114,0.26507
ILMN_1805063,0.16658696,0.2650903
ILMN_1699317,0.19813698,0.2650905
ILMN_2279217,-0.20175207,0.265095
ILMN_1756139,-0.21028976,0.2651059
ILMN_1909965,-0.40644265,0.2651267
ILMN_1669775,0.34154718,0.2651481
ILMN_1676665,-0.19429289,0.2651556
ILMN_3185263,-0.20831826,0.2651625
ILMN_3217295,-0.20444449,0.2651941
ILMN_2273224,-0.21230338,0.265212
ILMN_1715931,0.36115923,0.2652254
ILMN_1877226,0.19296818,0.2652809
ILMN_1792951,0.32450853,0.2653033
ILMN_2095660,-0.33106579,0.2653061
ILMN_1679252,-0.20018167,0.2653064
ILMN_3239912,0.22087013,0.2653184
ILMN_1804419,0.22795862,0.2653352
ILMN_1743205,-0.78686583,0.2653362
ILMN_1661299,0.19564962,0.2653429
ILMN_2083595,-0.18849219,0.2653468
ILMN_1687556,-0.17287692,0.2653546
ILMN_2174729,0.46611775,0.2653682
ILMN_2140342,0.30241669,0.2653716
ILMN_3307738,0.37063035,0.2654032
ILMN_3189621,0.19317247,0.2654686
ILMN_1692413,0.18822721,0.2654836
ILMN_1808984,-0.29202839,0.265484
ILMN_1698487,0.21436161,0.2655029
ILMN_1737074,-0.17020833,0.2655186
ILMN_1833150,0.29426964,0.2655816
ILMN_1782447,-0.1778174,0.265604
ILMN_1701869,0.18367928,0.2656145
ILMN_1659678,0.17139121,0.2656307
ILMN_2286783,0.25451558,0.2656513
ILMN_3248428,0.16194897,0.2656563
ILMN_1805161,0.20454302,0.2656742
ILMN_1809957,-0.21654706,0.2656804
ILMN_3237693,0.16438904,0.2656959
ILMN_2324909,0.23109443,0.2657165
ILMN_1674878,0.24508136,0.2657235
ILMN_1804766,-0.23353535,0.2657335
ILMN_2167252,0.16634921,0.2657576
ILMN_1738652,-0.25224123,0.265759
ILMN_3242481,0.16949966,0.2657823
ILMN_1710207,-0.18527173,0.2658183
ILMN_1704795,0.29463417,0.2658536
ILMN_3272347,-0.20150394,0.2658799
ILMN_2408796,0.25876853,0.2658833
ILMN_2174658,0.18725826,0.2659274
ILMN_2414165,0.20579184,0.2659332
ILMN_2106893,-0.28300782,0.2659635
ILMN_1767193,0.17070525,0.2659932
ILMN_1665107,-0.77526093,0.2660432
ILMN_1683133,1.21830783,0.2660945
ILMN_1653601,0.24865833,0.2661397
ILMN_1796074,-0.6531488,0.2661666
ILMN_1782178,0.38199004,0.2661709
ILMN_1807169,-0.59289181,0.2662011
ILMN_1652365,0.18734936,0.2662078
ILMN_1826609,0.18281438,0.2662085
ILMN_1917206,0.22286481,0.2662218
ILMN_3302196,0.17873248,0.2662811
ILMN_1891681,-0.19804222,0.2663277
ILMN_2134888,-0.18452982,0.2663302
ILMN_1662417,0.42542696,0.2663672
ILMN_1666785,0.16316386,0.2663707
ILMN_1732725,0.27482664,0.2663795
ILMN_3307201,0.18548017,0.2664454
ILMN_2373632,0.17921875,0.2664607
ILMN_1675219,0.24046162,0.2664621
ILMN_2408908,-0.34542507,0.2665048
ILMN_1682781,-0.34578602,0.2665947
ILMN_1790518,-0.29565062,0.2666319
ILMN_1651567,0.20387943,0.2666415
ILMN_2073409,-0.16675155,0.2666626
ILMN_1728098,-0.16046434,0.2666727
ILMN_1757441,-0.17606012,0.2666825
ILMN_1817476,-0.23275672,0.2667228
ILMN_1664118,0.24098566,0.266745
ILMN_1703906,-0.68313819,0.2667639
ILMN_1806963,-0.26694369,0.2667669
ILMN_3244300,0.17888997,0.2667732
ILMN_2190598,-0.20757715,0.266777
ILMN_1792383,-0.17755752,0.2667874
ILMN_3310950,-0.18376391,0.2667907
ILMN_1664675,0.1637441,0.2667957
ILMN_1764654,0.23920711,0.2667966
ILMN_1705243,-0.18413121,0.266816
ILMN_1722789,0.24890672,0.2668382
ILMN_1783425,-0.2164055,0.2668426
ILMN_2242309,-0.17520286,0.2668463
ILMN_3251346,1.04951058,0.2668501
ILMN_1742123,-0.16187025,0.2668679
ILMN_2149494,0.25573457,0.2668685
ILMN_1847886,0.28058494,0.2668938
ILMN_1864166,0.40309286,0.2668963
ILMN_2120965,0.22414986,0.2669067
ILMN_1760933,-0.33779347,0.2669239
ILMN_1741253,0.35211068,0.2669439
ILMN_1659230,0.18202173,0.266969
ILMN_1694875,0.35600962,0.2669889
ILMN_1657962,-1.87841335,0.266995
ILMN_1782786,0.20761641,0.267017
ILMN_1739719,0.4404452,0.2670224
ILMN_1656254,0.27042378,0.2670344
ILMN_2251784,0.22745583,0.2670496
ILMN_1711517,-0.18725475,0.2670647
ILMN_1813572,0.24370554,0.267101
ILMN_2414826,-0.2578328,0.2671361
ILMN_2249677,0.28512097,0.2671688
ILMN_3240883,-0.25391061,0.2671945
ILMN_1735955,-0.37883768,0.267207
ILMN_3209117,0.17977641,0.2672339
ILMN_1687315,0.77962074,0.2672535
ILMN_1735038,0.28803039,0.267263
ILMN_2115974,-0.17704384,0.2672697
ILMN_1691570,-0.33377247,0.2672834
ILMN_1707169,-0.2980882,0.2673728
ILMN_1772702,-0.3110848,0.2674029
ILMN_2052373,-0.2020735,0.2674103
ILMN_1791951,-0.192209,0.2674296
ILMN_1741881,0.42785269,0.2674464
ILMN_3236904,-0.16824892,0.2674718
ILMN_1674447,-0.23500286,0.2674792
ILMN_1780825,-0.28254099,0.2675078
ILMN_2345872,-0.28568379,0.2675244
ILMN_1656395,-0.16118504,0.2675347
ILMN_1777299,0.17658413,0.267575
ILMN_1729497,0.26588853,0.2676465
ILMN_1755172,-0.2732681,0.2676467
ILMN_1804789,-0.17999566,0.2676481
ILMN_1774350,-0.2024659,0.2676546
ILMN_3239821,-0.16772313,0.2676679
ILMN_3235277,-0.16257752,0.2676776
ILMN_1805800,0.37790376,0.2677052
ILMN_1759008,-0.20668905,0.267718
ILMN_1674181,-0.1714492,0.2677212
ILMN_1659158,-0.30751632,0.2677745
ILMN_1748578,-0.26526635,0.2677921
ILMN_1670076,0.32388497,0.2677957
ILMN_3239326,-0.21608094,0.2678047
ILMN_1718971,-0.34154022,0.2678226
ILMN_1711839,-0.16321794,0.2678269
ILMN_1700230,0.20070367,0.2678483
ILMN_1660364,0.17589783,0.2678527
ILMN_1735360,-0.22815009,0.2678555
ILMN_1711628,-1.00928069,0.2678909
ILMN_1677590,0.21313717,0.2678911
ILMN_1767848,-0.27044798,0.2678961
ILMN_3247400,0.18688573,0.2679032
ILMN_3245297,-0.49847505,0.2679239
ILMN_1676955,0.1839125,0.2679283
ILMN_1808379,-0.49204745,0.2679423
ILMN_1656016,0.43809892,0.2679455
ILMN_1705264,0.17706159,0.2679957
ILMN_2346573,0.22417989,0.2680426
ILMN_1711832,-0.26067945,0.2680513
ILMN_3237281,-0.16618713,0.2680643
ILMN_3192377,-0.17799201,0.2681044
ILMN_1656998,-0.18599544,0.2681351
ILMN_1695087,0.17527954,0.2681372
ILMN_1664522,0.16433549,0.268149
ILMN_1690200,-0.20222052,0.2681839
ILMN_1800488,-0.42776734,0.2681842
ILMN_1814186,-0.17313845,0.2682206
ILMN_1677429,-0.23603038,0.268238
ILMN_1793201,-0.28217843,0.2682587
ILMN_1769288,-0.36225448,0.2682609
ILMN_1914770,-0.16721369,0.2682628
ILMN_3185087,-0.1655812,0.2682722
ILMN_1661895,0.34096665,0.2682849
ILMN_2294762,-0.50887404,0.2683096
ILMN_1736021,0.17982077,0.2683557
ILMN_1827261,-0.31368345,0.2683683
ILMN_1766798,0.33218012,0.2683743
ILMN_1738347,-0.33936333,0.2683911
ILMN_1675321,-0.16881839,0.2684487
ILMN_1772148,0.20128535,0.2684573
ILMN_1684293,-0.23719139,0.2685033
ILMN_3230623,-0.18944182,0.2685061
ILMN_1791226,0.19151477,0.2685441
ILMN_1760412,-0.61865696,0.2685463
ILMN_2179837,-0.4472444,0.2685516
ILMN_1874569,-0.27538345,0.2685619
ILMN_1830259,-0.21662258,0.2686511
ILMN_1777706,-0.26488042,0.2686643
ILMN_2356284,-0.25376276,0.268671
ILMN_2379823,0.52874544,0.2687151
ILMN_1780299,-0.17905271,0.2687605
ILMN_1684352,-0.18766318,0.2687706
ILMN_3311025,0.1731008,0.2687876
ILMN_1784553,0.20730296,0.2688115
ILMN_3298418,0.19789211,0.2688371
ILMN_3241254,0.39415733,0.2688441
ILMN_1735877,0.28920253,0.2688582
ILMN_1714808,-0.31184302,0.2688747
ILMN_1806304,0.46825772,0.2688894
ILMN_1845475,0.17550688,0.26891
ILMN_1872400,-0.22959999,0.2689261
ILMN_1812638,-0.23012516,0.2689291
ILMN_1755354,0.16274722,0.2689313
ILMN_1695900,0.19608227,0.2689316
ILMN_1741755,0.45992774,0.2689409
ILMN_1901532,-0.21059925,0.2689413
ILMN_1711729,-0.20079108,0.2689606
ILMN_1743949,-0.21266532,0.268972
ILMN_1682102,-0.27771372,0.2689749
ILMN_1728260,-0.16485458,0.2690883
ILMN_1809956,0.19057488,0.2690985
ILMN_1662426,-0.19341012,0.2691079
ILMN_2117171,0.28313816,0.269145
ILMN_3247895,0.42297325,0.2691464
ILMN_1746116,0.16689749,0.2691604
ILMN_1713086,-0.16653047,0.2691727
ILMN_3229028,0.16931287,0.269188
ILMN_1678314,0.16528826,0.2691896
ILMN_2158003,-0.45508047,0.2692081
ILMN_1665471,0.22621043,0.2692245
ILMN_1778203,0.45551853,0.2692443
ILMN_1748607,-0.32034629,0.2692585
ILMN_1794239,0.91830509,0.2692698
ILMN_2197247,0.22404088,0.2692965
ILMN_1761101,-0.21702654,0.2693777
ILMN_2068951,-0.20448878,0.2694244
ILMN_1808226,-0.16999403,0.2694399
ILMN_1789909,0.35894312,0.2694419
ILMN_3293685,-0.47670748,0.2694873
ILMN_1808071,-0.41991015,0.2695218
ILMN_1791236,-0.16903469,0.2695242
ILMN_1683082,-0.24148095,0.2695292
ILMN_1701361,-0.34227742,0.2695471
ILMN_3227515,0.27477541,0.2695882
ILMN_3202673,-0.25205722,0.2696107
ILMN_1670101,0.1837336,0.2696297
ILMN_1790352,0.47064004,0.2696438
ILMN_2363392,-0.22211049,0.2696597
ILMN_1685483,-0.22139715,0.2696627
ILMN_3279322,-0.20701281,0.2696798
ILMN_3258439,0.432153,0.2696812
ILMN_2335583,-0.17879119,0.2697152
ILMN_1661223,-0.19033417,0.2697434
ILMN_1685672,-0.16321689,0.2697462
ILMN_1816092,-0.19953806,0.2697631
ILMN_1665682,-0.18180265,0.2697821
ILMN_3279996,0.65476989,0.2698103
ILMN_2301722,0.36850172,0.2698418
ILMN_1656218,0.16883315,0.2698538
ILMN_1678554,-0.18534075,0.2698607
ILMN_1758400,0.19358058,0.2698624
ILMN_2059844,-0.29990786,0.2698671
ILMN_2297069,-0.1740708,0.2698678
ILMN_3307803,-0.1888003,0.269904
ILMN_1785919,-0.23664175,0.2699659
ILMN_1715180,-0.30391463,0.2699801
ILMN_2358980,-0.20654332,0.2699837
ILMN_1680673,-0.32958435,0.2700052
ILMN_3285216,0.17609741,0.2700065
ILMN_1779501,0.16740344,0.2700184
ILMN_1672571,-0.2451712,0.2700265
ILMN_1723881,-0.18245902,0.2700306
ILMN_1775646,0.19785962,0.2700328
ILMN_1690846,0.42899562,0.27005
ILMN_3236628,-0.208736,0.2700538
ILMN_1914129,-0.34353399,0.2700575
ILMN_1804152,-0.16459009,0.2700635
ILMN_2376771,-0.28351951,0.2700636
ILMN_1714710,0.26506068,0.2700966
ILMN_1723322,-0.2713154,0.270104
ILMN_1659024,0.21337645,0.270142
ILMN_1673104,-0.25169392,0.2701556
ILMN_3237503,-0.22872099,0.2702133
ILMN_1727142,-0.25725843,0.2702161
ILMN_1763694,-0.26213238,0.270263
ILMN_1807300,0.21387317,0.2702804
ILMN_1691861,0.36233206,0.2702996
ILMN_1782551,-0.23322198,0.2703091
ILMN_1757298,-0.37569372,0.2703198
ILMN_2150095,0.69702103,0.2703348
ILMN_1701557,0.45484619,0.2703398
ILMN_1814686,0.16530223,0.2703989
ILMN_1795678,-0.16457525,0.2704071
ILMN_1736752,-0.38341536,0.270431
ILMN_2350970,-0.42134113,0.270433
ILMN_1708934,0.36759832,0.2704376
ILMN_3244216,-0.29724052,0.2705048
ILMN_1775753,-0.1720081,0.2705312
ILMN_1673172,-0.21775456,0.2705498
ILMN_1687583,-0.46206935,0.270559
ILMN_1718755,-0.16847204,0.2706055
ILMN_1905751,-0.22903506,0.2706111
ILMN_1801246,-1.19194442,0.2706584
ILMN_1688180,-0.1789463,0.2706745
ILMN_1660686,0.18525349,0.2706878
ILMN_1893798,0.19252562,0.2706939
ILMN_1787345,-0.45463642,0.2707241
ILMN_3245218,-0.16300489,0.2707446
ILMN_1798880,-0.21526457,0.2707566
ILMN_1760575,0.2562209,0.2707943
ILMN_3244402,-0.19037044,0.2708102
ILMN_1742380,0.20644482,0.2708283
ILMN_3308838,-0.18111407,0.2708284
ILMN_1721569,0.1592398,0.2708968
ILMN_2244841,0.86146813,0.2708976
ILMN_3201577,-0.16868966,0.2709267
ILMN_1815716,-0.37650654,0.2709698
ILMN_1687546,-0.17688365,0.2710333
ILMN_1663099,0.26360998,0.271036
ILMN_2130468,0.23731015,0.2710539
ILMN_1797971,-0.19124401,0.2710687
ILMN_1797534,0.35020483,0.2710759
ILMN_3205175,0.18700532,0.2710872
ILMN_1689083,-0.16001833,0.2711139
ILMN_1676596,0.19973968,0.2711349
ILMN_1694983,0.44620264,0.2711551
ILMN_2078599,-0.16749976,0.2711699
ILMN_1688622,-0.34340048,0.2712028
ILMN_3279640,-0.19577878,0.2712538
ILMN_1700098,0.36485091,0.2712572
ILMN_1798233,-0.23011186,0.2712638
ILMN_1747824,-0.17770676,0.2712648
ILMN_1681623,0.2864487,0.2712662
ILMN_1754824,0.17146258,0.2712722
ILMN_3251222,-0.17971195,0.2712738
ILMN_2322747,0.16897987,0.2712859
ILMN_1901304,0.21328623,0.271298
ILMN_1711102,0.2624936,0.2713261
ILMN_1754132,-0.18365868,0.2713375
ILMN_1692335,-0.18679805,0.2713721
ILMN_1894895,0.16885013,0.2713871
ILMN_1696031,-0.22535079,0.2713899
ILMN_1816063,0.17302321,0.2713982
ILMN_1800172,-0.18568172,0.2714121
ILMN_1733156,0.19826388,0.2714186
ILMN_2383435,0.35345141,0.2714187
ILMN_1691899,-0.21138642,0.2714322
ILMN_2080309,0.23313352,0.2714326
ILMN_1658415,0.18541633,0.2714377
ILMN_2195892,0.17092418,0.2714397
ILMN_1733781,-0.22465446,0.2714652
ILMN_3294217,-0.16642439,0.2714803
ILMN_1721895,-0.16039866,0.2714992
ILMN_2167858,-0.15902953,0.2715282
ILMN_3241912,0.18031103,0.2715452
ILMN_1662052,0.17756713,0.2715806
ILMN_1699362,0.23021889,0.2715937
ILMN_1800795,0.33351301,0.2716711
ILMN_1830720,0.17334555,0.2716821
ILMN_1781001,-0.27282825,0.2716868
ILMN_1719111,0.21732789,0.2716921
ILMN_3241941,0.17728354,0.2716935
ILMN_1672403,0.15876454,0.2717982
ILMN_1670705,0.1625339,0.2718364
ILMN_1780671,0.32193365,0.2718596
ILMN_1708987,0.19456211,0.2718626
ILMN_1696110,0.16747515,0.2718677
ILMN_1799887,-0.17472384,0.2719003
ILMN_2069821,-0.21252417,0.2719056
ILMN_3225948,-0.19071857,0.2719297
ILMN_1678745,-0.15898197,0.2719635
ILMN_1709814,-0.30646361,0.2719672
ILMN_3268048,0.20142179,0.2719716
ILMN_1723686,0.23425516,0.2719745
ILMN_1654240,0.24225121,0.272007
ILMN_1666875,0.19015209,0.2720136
ILMN_1699365,0.38084938,0.272015
ILMN_2103919,0.18911628,0.2720476
ILMN_1680171,0.33226775,0.2721153
ILMN_1768062,0.246965,0.2721208
ILMN_3235126,-0.23249969,0.2721365
ILMN_1791282,-0.18168818,0.2721398
ILMN_1797728,-0.30528658,0.2721841
ILMN_1708056,0.20769838,0.2721859
ILMN_3243492,0.20830865,0.272229
ILMN_1758049,0.51679921,0.2722312
ILMN_1722127,-0.2252462,0.2722337
ILMN_1737644,-0.17173495,0.2723203
ILMN_2198859,0.49330968,0.2723604
ILMN_1866706,-0.16810914,0.2724046
ILMN_2128741,-0.21824568,0.2724128
ILMN_1807262,0.40271629,0.2724189
ILMN_1674280,-0.16630056,0.2724277
ILMN_3225304,-0.17310784,0.2724294
ILMN_3243562,0.25624519,0.2724561
ILMN_3243863,0.17542008,0.2724652
ILMN_2174702,0.27398325,0.2725104
ILMN_1711650,-0.16176344,0.2725145
ILMN_2409642,0.39577722,0.2725201
ILMN_2395043,-0.24543521,0.2725314
ILMN_1740589,0.16507361,0.2725449
ILMN_3299878,-0.21468395,0.2725482
ILMN_1859885,-0.20228662,0.2725617
ILMN_1784477,0.2255632,0.2725731
ILMN_1670217,0.15935343,0.2726065
ILMN_1699575,0.21444942,0.272609
ILMN_2129734,-0.15849617,0.2726109
ILMN_1710730,0.20487015,0.2726249
ILMN_3204838,-0.22192842,0.2726583
ILMN_1677002,-0.16767255,0.2726888
ILMN_1662224,-0.21125244,0.2726903
ILMN_3291253,0.21774386,0.2727034
ILMN_2263144,-0.19648686,0.2727066
ILMN_1742151,0.17266848,0.2727124
ILMN_2147424,0.2243461,0.2727169
ILMN_1706056,0.1805752,0.2727226
ILMN_2139351,-0.21903363,0.2727412
ILMN_3235588,-0.17587195,0.2727571
ILMN_2121189,-0.16955107,0.2727612
ILMN_3202889,-0.18154706,0.272771
ILMN_1710929,-0.17918737,0.2727719
ILMN_1811615,0.22990663,0.2727819
ILMN_3283146,-0.16293176,0.2728299
ILMN_1871612,0.22306542,0.2728382
ILMN_3197504,-0.21256983,0.2728483
ILMN_3226841,-0.15900844,0.2728709
ILMN_1751174,0.22616293,0.2728799
ILMN_3244082,-0.29024673,0.2728822
ILMN_3237246,0.18693977,0.2728838
ILMN_2292723,0.16569136,0.2728866
ILMN_1694240,0.21057246,0.272901
ILMN_3311060,-0.22431554,0.2729093
ILMN_1758545,0.2026685,0.2729423
ILMN_1712162,0.1739313,0.2729926
ILMN_1705225,0.16627455,0.2729985
ILMN_1727364,0.19140428,0.2730164
ILMN_1682960,-0.17737736,0.2730217
ILMN_1653708,-0.43243444,0.2730219
ILMN_2332795,-0.16965128,0.2730635
ILMN_2295183,-0.18098757,0.2730878
ILMN_2381537,-0.31105921,0.2731229
ILMN_1758063,-0.16875565,0.2731463
ILMN_1676011,0.18672389,0.2731535
ILMN_1737297,0.16055019,0.2731536
ILMN_2358733,-0.19207836,0.2731694
ILMN_2307851,0.21387298,0.2732318
ILMN_1703153,-0.29936851,0.2732538
ILMN_1856998,-0.1657573,0.2732991
ILMN_2386732,0.17075732,0.2733208
ILMN_2234709,0.39401727,0.273324
ILMN_1811480,-0.39092623,0.2733249
ILMN_1713759,-0.42296517,0.2733359
ILMN_3272613,0.18624483,0.2733618
ILMN_1663444,-0.74332382,0.2733667
ILMN_1665384,0.37349913,0.2734076
ILMN_3310466,-0.19773838,0.2734307
ILMN_1679620,-0.34295893,0.273495
ILMN_1772882,-0.19803117,0.27351
ILMN_1672925,-0.16249634,0.2735206
ILMN_1803018,0.21952006,0.2735478
ILMN_1716924,0.22064998,0.2735518
ILMN_1747366,0.16208308,0.2735622
ILMN_1804327,-0.17383921,0.2735783
ILMN_3309529,-0.182878,0.2735785
ILMN_1664931,-0.23467634,0.273625
ILMN_1734513,0.17788516,0.273646
ILMN_3181507,0.16610262,0.2736782
ILMN_1670504,-0.30595228,0.2736807
ILMN_1696999,0.18595924,0.2737511
ILMN_1665859,-0.26338831,0.2737586
ILMN_3255061,0.33971561,0.2737739
ILMN_3226904,0.25231078,0.2737809
ILMN_3298602,-0.176148,0.273828
ILMN_2203266,0.16186292,0.2738456
ILMN_1904400,0.19998427,0.273878
ILMN_2151114,-0.18591826,0.273914
ILMN_1742442,0.28828363,0.273923
ILMN_1775093,-0.15747801,0.2739452
ILMN_1776879,-0.39966721,0.2739533
ILMN_1728589,0.18621303,0.2739592
ILMN_1785635,0.28301805,0.273963
ILMN_1859843,-0.18232932,0.2739733
ILMN_1708486,-0.51171007,0.2740243
ILMN_1721112,-0.18396986,0.2740293
ILMN_3239639,-0.1655303,0.2740525
ILMN_1698752,0.2538142,0.2740854
ILMN_3248132,0.16328589,0.2741009
ILMN_3181244,0.18664431,0.2741026
ILMN_3242011,-0.27172798,0.2741096
ILMN_1727738,-0.19543514,0.2741157
ILMN_1718646,0.21439335,0.2741225
ILMN_1660674,-0.16941598,0.274126
ILMN_1669005,-0.17736481,0.2741373
ILMN_1698585,-0.15845892,0.2741774
ILMN_1724375,0.18194607,0.2742023
ILMN_1687924,-0.16174814,0.2742209
ILMN_1672174,-0.1864432,0.2742979
ILMN_1746588,0.4274931,0.2743168
ILMN_3308956,0.18790537,0.2743358
ILMN_1804217,-0.22443817,0.2743458
ILMN_1729832,0.53110633,0.2743594
ILMN_3274711,-0.37234447,0.27436
ILMN_3236458,-0.1790819,0.2743787
ILMN_2096442,0.16848097,0.2743824
ILMN_1707689,0.31772946,0.2744999
ILMN_1761278,0.15722627,0.2745123
ILMN_1687571,0.37273266,0.2745223
ILMN_3247821,-0.32433904,0.2745522
ILMN_1736816,-0.3945022,0.2745538
ILMN_2385178,0.18796672,0.2745731
ILMN_2369785,-0.2728474,0.2745838
ILMN_1788664,0.17422017,0.2745873
ILMN_1669928,-0.16237963,0.2746749
ILMN_2254182,-0.20616808,0.2746792
ILMN_1718069,0.23865618,0.2746904
ILMN_1865411,0.23647432,0.274693
ILMN_1821769,0.16846058,0.27471
ILMN_1801240,-0.17012058,0.2747141
ILMN_1728663,-0.16094828,0.2747224
ILMN_1733654,0.39234365,0.2747529
ILMN_2349071,0.66093333,0.2747641
ILMN_1724166,0.32009872,0.274772
ILMN_1694398,-0.24626016,0.2747818
ILMN_1798354,-0.17917632,0.2747945
ILMN_1701637,0.2449902,0.2748048
ILMN_3233388,0.44808793,0.2748203
ILMN_1811598,1.55858979,0.274829
ILMN_1748123,0.18907543,0.2748657
ILMN_1792356,0.58247405,0.2749377
ILMN_2231608,0.19434354,0.275069
ILMN_1752028,-0.21968745,0.2750771
ILMN_1736327,-0.34762496,0.2750837
ILMN_1815610,0.50805724,0.2750861
ILMN_1715332,-0.47360848,0.2751802
ILMN_2122103,0.19465432,0.2752014
ILMN_1707627,0.63114899,0.2752207
ILMN_1693088,0.16989217,0.2752264
ILMN_2105573,0.16806601,0.2752368
ILMN_3211472,-0.15927122,0.2752644
ILMN_1657033,-0.16593726,0.2752755
ILMN_2312498,0.19022643,0.2753021
ILMN_1779171,-0.17187094,0.2753165
ILMN_1744897,0.16674496,0.2753204
ILMN_1743847,0.18501383,0.2753234
ILMN_1656052,0.15727071,0.2753244
ILMN_3290862,-0.25611254,0.2753393
ILMN_3311050,0.16641611,0.2753665
ILMN_1733377,0.1724927,0.2753815
ILMN_1812618,-0.28197065,0.2753825
ILMN_2406043,-0.76577369,0.2754272
ILMN_2082865,-0.18233857,0.2754433
ILMN_2260756,-0.30761306,0.2754499
ILMN_1798076,-0.16343085,0.2754907
ILMN_1861128,-0.23888157,0.2754938
